Country,Year,Code,GDP_per_capital,Tb_new_cases,Tb_deaths,Health_exp_gdp_percent,Treatment_success_rate,mortality_rate,health_exp
Argentina,2000,ARG,22281.38,14000,1100,4.499,47,7.857142857,1002.439286
Argentina,2001,ARG,21066.459,13000,1000,4.594,61,7.692307692,967.7931265
Argentina,2002,ARG,18571.701,13000,1000,4.034,58,7.692307692,749.1824183
Argentina,2003,ARG,20005.139,13000,960,3.774,66,7.384615385,754.9939459
Argentina,2004,ARG,21591.45,13000,900,3.746,57,6.923076923,808.815717
Argentina,2005,ARG,23262.408,12000,900,3.915,46,7.5,910.7232732
Argentina,2006,ARG,24877.25,11000,870,4.019,55,7.909090909,999.8166775
Argentina,2007,ARG,26850.664,12000,900,4.257,60,7.5,1143.032766
Argentina,2008,ARG,27658.484,11000,790,4.509,38,7.181818182,1247.121044
Argentina,2009,ARG,25747.197,8900,790,5.672,43,8.876404494,1460.381014
Argentina,2010,ARG,28056.258,8500,700,5.572,45,8.235294118,1563.294696
Argentina,2011,ARG,29425.76,11000,840,5.688,49,7.636363636,1673.737229
Argentina,2012,ARG,28825.967,10000,780,6.144,56,7.8,1771.067412
Argentina,2013,ARG,29227.66,10000,810,6.264,51,8.1,1830.820622
Argentina,2014,ARG,28200.814,11000,780,6.361,52,7.090909091,1793.853779
Argentina,2015,ARG,28669.207,11000,800,6.853,47,7.272727273,1964.700756
Argentina,2016,ARG,27802.105,12000,830,5.619,54,6.916666667,1562.20028
Argentina,2017,ARG,28334.904,12000,770,6.644,57,6.416666667,1882.571022
Argentina,2018,ARG,27367.115,12000,810,5.883,54,6.75,1610.007375
Argentina,2019,ARG,26629.553,13000,820,5.857,47,6.307692308,1559.692919
Argentina,2020,ARG,23877.094,13000,870,6.644,46,6.692307692,1586.394125
Argentina,2021,ARG,26300.273,13000,900,6.25,48,6.923076923,1643.767063
Australia,2000,AUS,44347.07,1200,72,5.189,72,6,2301.169462
Australia,2001,AUS,44667.926,1100,100,5.2,70,9.090909091,2322.732152
Australia,2002,AUS,45920.18,1200,81,5.402,78,6.75,2480.608124
Australia,2003,AUS,46798.09,1100,65,5.36,80,5.909090909,2508.377624
Australia,2004,AUS,48256.25,1200,75,5.524,91,6.25,2665.67525
Australia,2005,AUS,49176.06,1200,71,5.448,85,5.916666667,2679.111749
Australia,2006,AUS,49853.72,1300,69,5.445,85,5.307692308,2714.535054
Australia,2007,AUS,50799.26,1300,59,5.58,85,4.538461538,2834.598708
Australia,2008,AUS,51577.074,1400,72,5.691,81,5.142857143,2935.251281
Australia,2009,AUS,51481.25,1500,65,5.92,80,4.333333333,3047.69
Australia,2010,AUS,51811.78,1400,62,5.778,82,4.428571429,2993.684648
Australia,2011,AUS,52326.766,1400,63,5.906,78,4.5,3090.4188
Australia,2012,AUS,53435.18,1500,38,5.855,82,2.533333333,3128.629789
Australia,2013,AUS,53890.105,1400,58,5.681,85,4.142857143,3061.496865
Australia,2014,AUS,54470.16,1500,51,6.638,79,3.4,3615.729221
Australia,2015,AUS,54867.773,1400,57,6.978,73,4.071428571,3828.6732
Australia,2016,AUS,55507.977,1600,55,6.941,78,3.4375,3852.808684
Australia,2017,AUS,55846.03,1600,56,6.98,82,3.5,3898.052894
Australia,2018,AUS,56600.438,1700,60,6.992,79,3.529411765,3957.502625
Australia,2019,AUS,56981.395,1700,60,7.347,86,3.529411765,4186.423091
Australia,2020,AUS,56215.58,1900,60,7.671,90,3.157894737,4312.297142
Australia,2021,AUS,57321.562,1700,61,7.765,88,3.588235294,4451.019289
Austria,2000,AUT,54116.547,1400,89,6.952,73,6.357142857,3762.182347
Austria,2001,AUT,54619.77,1200,68,6.953,64,5.666666667,3797.712608
Austria,2002,AUT,55158.492,1200,78,7.027,78,6.5,3875.987233
Austria,2003,AUT,55517.06,1100,55,7.112,68,5,3948.373307
Austria,2004,AUT,56589.035,1000,54,7.125,70,5.4,4031.968744
Austria,2005,AUT,57508.98,1100,62,7.122,71,5.636363636,4095.789556
Austria,2006,AUT,59096.01,980,63,7.091,71,6.428571429,4190.498069
Austria,2008,AUT,61823.1,870,54,7.29,70,6.206896552,4506.90399
Austria,2009,AUT,59450.027,760,52,7.68,70,6.842105263,4565.762074
Austria,2010,AUT,60380.14,760,43,7.63,75,5.657894737,4607.004682
Austria,2011,AUT,61938.617,770,60,7.481,72,7.792207792,4633.627938
Austria,2012,AUT,62044.215,710,46,7.617,69,6.478873239,4725.907857
Austria,2013,AUT,61524.96,720,72,7.612,72,10,4683.279955
Austria,2014,AUT,61507.38,650,74,7.673,74,11.38461538,4719.461267
Austria,2015,AUT,61614.56,650,67,7.678,73,10.30769231,4730.765917
Austria,2016,AUT,62242.336,710,42,7.657,75,5.915492958,4765.895668
Austria,2017,AUT,63216,650,39,7.686,69,6,4858.78176
Austria,2018,AUT,64471.633,540,51,7.727,73,9.444444444,4981.723082
Austria,2019,AUT,65312.023,530,43,7.873,74,8.113207547,5142.015571
Austria,2020,AUT,60931.94,440,43,8.707,70,9.772727273,5305.344016
Austria,2021,AUT,63576.242,450,43,9.504,75,9.555555556,6042.28604
Belgium,2000,BEL,51482.816,1500,120,5.968,66,8,3072.494459
Belgium,2001,BEL,51870.207,1500,120,6.146,64,8,3187.942922
Belgium,2002,BEL,52519.62,1400,100,6.139,69,7.142857143,3224.179472
Belgium,2003,BEL,52843.062,1200,110,6.783,73,9.166666667,3584.344895
Belgium,2004,BEL,54493.844,1300,92,6.986,60,7.076923077,3806.939942
Belgium,2005,BEL,55453.184,1200,100,6.889,58,8.333333333,3820.169846
Belgium,2006,BEL,56494.69,1200,75,6.801,61,6.25,3842.203867
Belgium,2007,BEL,58143.42,1100,99,6.769,68,9,3935.7281
Belgium,2008,BEL,57943.715,1100,91,7.259,45,8.272727273,4206.134272
Belgium,2009,BEL,56383.56,1100,69,7.864,78,6.272727273,4434.003158
Belgium,2010,BEL,57385.035,1200,75,7.768,78,6.25,4457.669519
Belgium,2011,BEL,57737.16,1100,64,7.882,80,5.818181818,4550.842951
Belgium,2012,BEL,57504.03,1000,68,8.02,77,6.8,4611.823206
Belgium,2013,BEL,57408.477,1000,64,8.025,79,6.4,4607.030279
Belgium,2014,BEL,58163.266,1000,48,8.067,81,4.8,4692.030668
Belgium,2015,BEL,58679.684,1100,67,8.237,79,6.090909091,4833.445571
Belgium,2016,BEL,59080.15,1100,39,8.276,82,3.545454545,4889.473214
Belgium,2017,BEL,59720.76,1100,39,8.279,79,3.545454545,4944.28172
Belgium,2018,BEL,60565.98,1000,40,8.311,82,4,5033.638598
Belgium,2019,BEL,61711.113,1000,40,8.089,81,4,4991.811931
Belgium,2020,BEL,58500.633,890,40,8.796,67,4.494382022,5145.715679
Belgium,2021,BEL,61873.965,940,40,8.462,78,4.255319149,5235.774918
Brazil,2000,BRA,14005.348,90000,8800,3.47,71,9.777777778,485.9855756
Brazil,2001,BRA,14016.132,86000,8300,3.513,55,9.651162791,492.3867172
Brazil,2002,BRA,14265.905,94000,7900,3.686,80,8.404255319,525.8412583
Brazil,2003,BRA,14259.366,97000,7700,3.51,77,7.93814433,500.5037466
Brazil,2004,BRA,14911.261,100000,7700,3.467,72,7.7,516.9734189
Brazil,2005,BRA,15221.014,93000,7200,3.345,72,7.741935484,509.1429183
Brazil,2006,BRA,15657.4795,87000,7100,3.542,69,8.16091954,554.5879239
Brazil,2007,BRA,16440.584,87000,7000,3.485,72,8.045977011,572.9543524
Brazil,2008,BRA,17113.367,89000,7200,3.505,69,8.08988764,599.8235134
Brazil,2009,BRA,16939.441,88000,7100,3.708,70,8.068181818,628.1144723
Brazil,2010,BRA,18062.158,87000,8200,3.577,72,9.425287356,646.0833917
Brazil,2011,BRA,18627.81,88000,8000,3.467,73,9.090909091,645.8261727
Brazil,2012,BRA,18832.219,88000,7800,3.356,72,8.863636364,632.0092696
Brazil,2013,BRA,19241.506,89000,7900,3.556,72,8.876404494,684.2279534
Brazil,2014,BRA,19183.172,88000,7600,3.709,71,8.636363636,711.5038495
Brazil,2015,BRA,18357.068,87000,7300,3.861,71,8.390804598,708.7663955
Brazil,2016,BRA,17620.928,88000,7100,3.952,72,8.068181818,696.3790746
Brazil,2017,BRA,17724.48,92000,7200,3.959,71,7.826086957,701.7121632
Brazil,2018,BRA,17917.75,96000,7100,3.897,71,7.395833333,698.2547175
Brazil,2019,BRA,18018.621,96000,7000,3.93,69,7.291666667,708.1318053
Bulgaria,2005,BGR,17811.666,4100,290,4.128,88,7.073170732,735.2655725
Bulgaria,2006,BGR,19168.354,4000,290,3.659,85,7.25,701.3700729
Bulgaria,2007,BGR,20594.764,3600,300,3.457,82,8.333333333,711.9609915
Bulgaria,2008,BGR,22011.092,3800,250,3.532,85,6.578947368,777.4317694
Bulgaria,2009,BGR,21411.86,3400,220,3.583,87,6.470588235,767.1869438
Bulgaria,2010,BGR,21888.504,3100,210,3.932,87,6.774193548,860.6559773
Bulgaria,2011,BGR,22489.762,2800,180,3.86,86,6.428571429,868.1048132
Bulgaria,2012,BGR,22789.791,2700,180,3.845,87,6.666666667,876.267464
Bulgaria,2013,BGR,22793.305,2500,160,4.056,85,6.4,924.4964508
Bulgaria,2014,BGR,23140.871,2300,130,4.493,86,5.652173913,1039.719334
Bulgaria,2015,BGR,24080.256,2100,120,4.15,84,5.714285714,999.330624
Bulgaria,2016,BGR,24983.693,1900,120,4.129,85,6.315789474,1031.576684
Bulgaria,2017,BGR,25857.916,1800,100,4.224,84,5.555555556,1092.238372
Bulgaria,2018,BGR,26709.322,1600,99,4.332,86,6.1875,1157.047829
Bulgaria,2019,BGR,27917.12,1400,99,4.297,82,7.071428571,1199.598646
Bulgaria,2021,BGR,29536.678,1200,96,5.598,79,8,1653.463234
Canada,2000,CAN,47667.434,2000,190,5.771,35,9.5,2750.887616
Canada,2001,CAN,48036.625,2000,190,6.012,42,9.5,2887.961895
Canada,2002,CAN,48943.543,1900,180,6.135,36,9.473684211,3002.686363
Canada,2003,CAN,49381.594,1900,170,6.303,45,8.947368421,3112.52187
Canada,2004,CAN,50436.293,1800,130,6.335,61,7.222222222,3195.139162
Canada,2005,CAN,51564.844,1800,160,6.312,70,8.888888889,3254.772953
Canada,2006,CAN,52391.38,1800,150,6.482,60,8.333333333,3396.009252
Canada,2007,CAN,52948.9,1700,150,6.569,67,8.823529412,3478.213241
Canada,2008,CAN,52899.477,1800,150,6.696,79,8.333333333,3542.14898
Canada,2009,CAN,50772.87,1800,100,7.519,77,5.555555556,3817.612095
Canada,2010,CAN,51763.676,1600,100,7.486,78,6.25,3875.028785
Canada,2011,CAN,52869.387,1600,110,7.316,66,6.875,3867.924353
Canada,2012,CAN,53217.715,1900,110,7.441,79,5.789473684,3959.930173
Canada,2013,CAN,53884.844,1900,120,7.409,82,6.315789474,3992.328092
Canada,2014,CAN,54880.86,1800,120,7.283,82,6.666666667,3996.973034
Canada,2015,CAN,54819.188,1900,130,7.635,84,6.842105263,4185.445004
Canada,2016,CAN,54765.305,2000,110,7.731,78,5.5,4233.90573
Canada,2017,CAN,55756.26,2100,120,7.618,80,5.714285714,4247.511887
Canada,2018,CAN,56470.46,2100,110,7.623,78,5.238095238,4304.743166
Canada,2019,CAN,56713.09,2200,89,7.686,79,4.045454545,4358.968097
Chile,2000,CHL,17531.46,3500,640,3.733,82,18.28571429,654.4494018
Chile,2001,CHL,17876.613,3500,720,3.742,83,20.57142857,668.9428585
Chile,2002,CHL,18246.645,2800,690,3.807,86,24.64285714,694.6497752
Chile,2003,CHL,18909.547,2600,690,3.786,85,26.53846154,715.9154494
Chile,2004,CHL,19969.033,3100,730,3.662,83,23.5483871,731.2659885
Chile,2005,CHL,20925.916,2900,660,3.506,83,22.75862069,733.662615
Chile,2006,CHL,21976.297,2900,650,3.285,85,22.4137931,721.9213565
Chile,2007,CHL,22886.965,2800,590,3.416,85,21.07142857,781.8187244
Chile,2008,CHL,23518.086,2800,480,3.801,72,17.14285714,893.9224489
Chile,2009,CHL,23021.709,2800,520,4.638,72,18.57142857,1067.746863
Chile,2010,CHL,24125.287,2700,580,4.025,71,21.48148148,971.0428018
Chile,2011,CHL,25375.229,2800,500,4.043,71,17.85714286,1025.920508
Chile,2012,CHL,26679.916,2800,520,4.211,44,18.57142857,1123.491263
Chile,2013,CHL,27300.996,2800,510,4.437,47,18.21428571,1211.345193
Chile,2014,CHL,27514.764,2700,420,4.622,58,15.55555556,1271.732392
Chile,2015,CHL,27821.197,3000,520,4.906,62,17.33333333,1364.907925
Chile,2016,CHL,27968.604,2900,470,5.006,79,16.20689655,1400.108316
Chile,2017,CHL,27902.846,3200,470,5.468,78,14.6875,1525.727619
Chile,2018,CHL,28502.725,3400,410,5.565,73,12.05882353,1586.176646
Chile,2019,CHL,28228.5,3300,430,5.68,74,13.03030303,1603.3788
Chile,2020,CHL,26257.832,2800,390,6.33,77,13.92857143,1662.120766
Chile,2021,CHL,29105.102,3000,370,5.881,74,12.33333333,1711.671049
China,2000,CHN,3989.062,1360000,122000,0.986,93,8.970588235,39.33215132
China,2001,CHN,4290.3022,1320000,112000,0.971,95,8.484848485,41.65883436
China,2002,CHN,4650.897,1290000,103000,1.109,92,7.984496124,51.57844773
China,2003,CHN,5085.978,1250000,94000,1.251,93,7.52,63.62558478
China,2004,CHN,5567.1904,1220000,76000,1.295,92,6.229508197,72.09511568
China,2005,CHN,6165.1836,1180000,76000,1.37,92,6.440677966,84.46301532
China,2006,CHN,6910.758,1150000,72000,1.391,92,6.260869565,96.12864378
China,2007,CHN,7853.096,1120000,65000,1.436,93,5.803571429,112.7704586
China,2008,CHN,8566.965,1100000,59000,1.73,93,5.363636364,148.2084945
China,2009,CHN,9325.65,1080000,58000,2.143,94,5.37037037,199.8486795
China,2010,CHN,10267.806,1020000,56000,2.177,95,5.490196078,223.5301366
China,2011,CHN,11187.166,1010000,50000,2.315,95,4.95049505,258.9828929
China,2012,CHN,11985.317,1000000,45000,2.547,95,4.5,305.266024
China,2013,CHN,12830.37,957000,45000,2.705,95,4.702194357,347.0615085
China,2014,CHN,13696.518,926000,42000,2.804,94,4.535637149,384.0503647
China,2015,CHN,14575.935,904000,42000,2.986,94,4.646017699,435.2374191
China,2016,CHN,15485.213,882000,42000,2.892,93,4.761904762,447.83236
China,2017,CHN,16461.07,878000,39000,2.86,93,4.44191344,470.786602
China,2018,CHN,17490.166,860000,36000,2.914,94,4.186046512,509.6634372
China,2019,CHN,18465.299,826000,33000,3.015,94,3.995157385,556.7287649
China,2020,CHN,18833.785,833000,32000,3.102,95,3.841536615,584.2240107
China,2021,CHN,20406.73,780000,30000,2.904,94,3.846153846,592.6114392
Colombia,2000,COL,11010.671,14000,1600,4.312,80,11.42857143,474.7801335
Colombia,2001,COL,11020.81,14000,1700,4.577,71,12.14285714,504.4224737
Colombia,2002,COL,11124.361,14000,1600,4.495,73,11.42857143,500.040027
Colombia,2003,COL,11387.211,14000,1600,4.608,80,11.42857143,524.7226829
Colombia,2004,COL,11819.602,14000,1500,4.407,80,10.71428571,520.8898601
Colombia,2005,COL,12218.054,13000,1300,4.499,71,10,549.6902495
Colombia,2006,COL,12867.045,14000,1300,4.712,71,9.285714286,606.2951604
Colombia,2007,COL,13561.154,14000,1500,4.749,77,10.71428571,644.0192035
Colombia,2008,COL,13838.885,14000,1500,4.911,56,10.71428571,679.6276424
Colombia,2009,COL,13834.497,14000,1400,5.438,75,10,752.3199469
Colombia,2010,COL,14293.021,14000,1300,5.29,74,9.285714286,756.1008109
Colombia,2011,COL,15123.193,15000,1200,5.15,73,8,778.8444395
Colombia,2012,COL,15558.091,15000,1500,4.984,72,10,775.4152554
Colombia,2013,COL,16202.396,15000,1600,5.304,71,10.66666667,859.3750838
Colombia,2014,COL,16780.871,14000,1500,5.474,76,10.71428571,918.5848785
Colombia,2015,COL,17128.107,15000,1500,5.741,75,10,983.3246229
Colombia,2016,COL,17313.287,16000,1600,5.731,61,10,992.224478
Colombia,2017,COL,17295.764,16000,1500,5.882,73,9.375,1017.336838
Colombia,2018,COL,17416.014,16000,1500,5.892,74,9.375,1026.151545
Colombia,2019,COL,17652.896,18000,1600,5.947,75,8.888888889,1049.817725
Colombia,2020,COL,16150.725,18000,1800,6.744,71,10,1089.204894
Colombia,2021,COL,17700.06,21000,2600,7.067,73,12.38095238,1250.86324
Costa Rica,2000,CRI,14187.716,730,86,4.335,57,11.78082192,615.0374886
Costa Rica,2001,CRI,14422.2295,790,87,4.297,64,11.01265823,619.7232016
Costa Rica,2002,CRI,14670.719,680,87,4.65,79,12.79411765,682.1884335
Costa Rica,2003,CRI,15070.831,690,86,4.689,91,12.46376812,706.6712656
Costa Rica,2005,CRI,15893.249,670,87,4.321,90,12.98507463,686.7472893
Costa Rica,2006,CRI,16820.465,610,79,4.641,86,12.95081967,780.6377807
Costa Rica,2007,CRI,17957.494,690,55,4.685,86,7.971014493,841.3085939
Costa Rica,2008,CRI,18555,630,71,5.121,89,11.26984127,950.20155
Costa Rica,2009,CRI,18148.764,560,48,5.638,57,8.571428571,1023.227314
Costa Rica,2010,CRI,18885.848,620,63,5.871,88,10.16129032,1108.788136
Costa Rica,2011,CRI,19487.002,650,72,5.919,88,11.07692308,1153.435648
Costa Rica,2012,CRI,20201.389,600,66,5.766,86,11,1164.81209
Costa Rica,2013,CRI,20476.135,520,51,5.751,88,9.807692308,1177.582524
Costa Rica,2014,CRI,20974.729,580,58,5.59,89,10,1172.487351
Costa Rica,2015,CRI,21510.977,540,43,5.682,85,7.962962963,1222.253713
Costa Rica,2016,CRI,22189.879,460,43,5.494,84,9.347826087,1219.111952
Costa Rica,2017,CRI,22895.232,480,47,5.282,92,9.791666667,1209.326154
Costa Rica,2018,CRI,23282.604,510,50,5.379,88,9.803921569,1252.371269
Costa Rica,2020,CRI,22479.59,510,53,5.931,84,10.39215686,1333.264483
Costa Rica,2021,CRI,24140.434,520,55,5.689,83,10.57692308,1373.34929
Croatia,2005,HRV,27629.336,1200,120,5.876,40,10,1623.499783
Croatia,2006,HRV,29026.482,1200,150,5.92,31,12.5,1718.367734
Croatia,2007,HRV,30498.662,1100,100,6.402,61,9.090909091,1952.524341
Croatia,2008,HRV,31102.75,1100,100,6.477,58,9.090909091,2014.525118
Croatia,2009,HRV,29013.879,960,120,6.864,63,12.5,1991.512655
Croatia,2010,HRV,28691.814,790,85,6.811,76,10.75949367,1954.199452
Croatia,2012,HRV,28248.32,620,61,6.07,9,9.838709677,1714.673024
Croatia,2013,HRV,28389.107,590,55,5.441,44,9.322033898,1544.651312
Croatia,2014,HRV,28448.125,570,41,5.47,71,7.192982456,1556.112438
Croatia,2015,HRV,29458.7,560,47,5.516,10,8.392857143,1624.941892
Croatia,2016,HRV,30811.209,520,59,5.537,58,11.34615385,1706.016642
Croatia,2017,HRV,32337.545,420,62,5.483,66,14.76190476,1773.067592
Croatia,2018,HRV,33715.938,420,61,5.522,29,14.52380952,1861.794096
Croatia,2019,HRV,35107.934,340,61,5.559,24,17.94117647,1951.650051
Croatia,2020,HRV,32479.234,200,60,6.492,51,30,2108.551871
Croatia,2021,HRV,36914.113,180,60,6.904,46,33.33333333,2548.550362
Cyprus,2005,CYP,42337.188,39,6,2.244,64,15.38461538,950.0464987
Cyprus,2006,CYP,43599.383,41,3,2.336,74,7.317073171,1018.481587
Cyprus,2008,CYP,45339.75,55,3,2.528,50,5.454545455,1146.18888
Cyprus,2009,CYP,43249.29,59,2,2.778,23,3.389830508,1201.465276
Cyprus,2010,CYP,43094.992,70,2,2.999,26,2.857142857,1292.41881
Cyprus,2011,CYP,42184.42,59,4,3.077,64,6.779661017,1298.014603
Cyprus,2012,CYP,40114.27,72,6,3.029,43,8.333333333,1215.061238
Cyprus,2013,CYP,37558.96,47,2,3.193,50,4.255319149,1199.257593
Cyprus,2014,CYP,37300.188,45,5,2.984,59,11.11111111,1113.03761
Cyprus,2015,CYP,38795.71,72,3,2.862,56,4.166666667,1110.33322
Cyprus,2016,CYP,41156.77,66,3,2.787,66,4.545454545,1147.03918
Cyprus,2017,CYP,43120.656,60,3,2.748,67,5,1184.955627
Cyprus,2018,CYP,45269.44,59,5,2.869,59,8.474576271,1298.780234
Cyprus,2019,CYP,47283.457,76,5,3.83,28,6.578947368,1810.956403
Cyprus,2020,CYP,45244.85,39,5,6.329,44,12.82051282,2863.546557
Cyprus,2021,CYP,49929.84,55,6,8.024,51,10.90909091,4006.370362
Czechia,2000,CZE,30781.717,1600,120,5.12,70,7.5,1576.02391
Czechia,2001,CZE,31798.938,1500,96,5.239,73,6.4,1665.946362
Czechia,2002,CZE,32342.531,1300,87,5.56,73,6.692307692,1798.244724
Czechia,2003,CZE,33419.668,1300,85,5.832,79,6.538461538,1949.035038
Czechia,2004,CZE,34991.887,1200,72,5.638,73,6,1972.842589
Czechia,2005,CZE,37171.176,1100,71,5.506,74,6.454545455,2046.644951
Czechia,2006,CZE,39525.906,1100,63,5.32,72,5.727272727,2102.778199
Czechia,2007,CZE,41452.812,910,73,5.069,73,8.021978022,2101.24304
Czechia,2008,CZE,42184.336,930,55,5.197,70,5.913978495,2192.319942
Czechia,2009,CZE,39932.04,730,53,6.036,70,7.260273973,2410.297934
Czechia,2010,CZE,40896.73,710,41,6.44,73,5.774647887,2633.749412
Czechia,2011,CZE,41535.613,650,57,6.395,70,8.769230769,2656.202451
Czechia,2012,CZE,41157.88,650,31,6.452,75,4.769230769,2655.506418
Czechia,2013,CZE,41127.027,540,68,6.356,69,12.59259259,2614.033836
Czechia,2014,CZE,42006.17,550,40,6.404,76,7.272727273,2690.075127
Czechia,2015,CZE,44002.566,580,57,6.213,69,9.827586207,2733.879426
Czechia,2016,CZE,45051.61,590,43,6.273,69,7.288135593,2826.087495
Czechia,2017,CZE,47256.684,570,38,6.228,69,6.666666667,2943.14628
Czechia,2018,CZE,48431.953,500,39,6.341,67,7.8,3071.07014
Czechia,2019,CZE,49961.797,530,23,6.462,74,4.339622642,3228.531322
Czechia,2020,CZE,47196.45,410,22,8.081,69,5.365853659,3813.945125
Czechia,2021,CZE,49995.703,400,30,8.2,68,7.5,4099.647646
Denmark,2000,DNK,57948.61,680,50,6.735,86,7.352941176,3902.838884
Denmark,2001,DNK,58289.906,570,48,7.046,88,8.421052632,4107.106777
Denmark,2002,DNK,58369.234,460,43,7.293,77,9.347826087,4256.868236
Denmark,2003,DNK,58467.44,450,33,7.471,84,7.333333333,4368.102442
Denmark,2004,DNK,59935.613,410,42,7.526,86,10.24390244,4510.754234
Denmark,2005,DNK,61181.082,450,31,7.613,85,6.888888889,4657.715773
Denmark,2006,DNK,63307.652,390,25,7.69,71,6.41025641,4868.358439
Denmark,2007,DNK,63649.715,410,30,7.806,79,7.317073171,4968.496753
Denmark,2008,DNK,63012.863,380,18,7.991,78,4.736842105,5035.357882
Denmark,2009,DNK,59558.76,340,29,9.015,74,8.529411765,5369.222214
Denmark,2010,DNK,60233.363,380,38,8.922,74,10,5374.020647
Denmark,2011,DNK,60772.168,410,19,8.716,62,4.634146341,5296.902163
Denmark,2012,DNK,60540.64,390,25,8.861,64,6.41025641,5364.50611
Denmark,2013,DNK,61128.395,380,18,8.705,59,4.736842105,5321.226785
Denmark,2014,DNK,61596.496,340,15,8.688,52,4.411764706,5351.503572
Denmark,2015,DNK,62450.02,370,19,8.699,50,5.135135135,5432.52724
Denmark,2016,DNK,63868.758,340,25,8.616,38,7.352941176,5502.932189
Denmark,2017,DNK,65398.793,290,15,8.478,39,5.172413793,5544.509671
Denmark,2018,DNK,66285.73,310,11,8.457,16,3.548387097,5605.784186
Denmark,2019,DNK,67179.125,300,11,8.499,45,3.666666667,5709.553834
Denmark,2020,DNK,65791.11,240,11,9.04,34,4.583333333,5947.516344
Denmark,2021,DNK,70342.32,220,11,9.148,20,5,6434.915434
Estonia,2000,EST,21119.953,910,120,3.974,70,13.18681319,839.3069322
Estonia,2001,EST,22504.857,810,100,3.746,64,12.34567901,843.0319432
Estonia,2002,EST,24218.04,710,100,3.601,67,14.08450704,872.0916204
Estonia,2003,EST,26221.773,670,120,3.915,70,17.91044776,1026.582413
Estonia,2004,EST,28172.957,620,110,3.973,76,17.74193548,1119.311582
Estonia,2005,EST,31032.965,550,59,3.943,77,10.72727273,1223.62981
Estonia,2006,EST,34264.023,490,79,3.743,71,16.12244898,1282.502381
Estonia,2007,EST,37026.652,520,75,3.92,66,14.42307692,1451.444758
Estonia,2008,EST,35223.24,460,65,4.549,64,14.13043478,1602.305188
Estonia,2009,EST,30128.023,410,58,5.271,64,14.14634146,1588.048092
Estonia,2010,EST,30936.557,330,48,4.975,66,14.54545455,1539.093711
Estonia,2011,EST,33391.11,340,55,4.604,64,16.17647059,1537.326704
